2024-11-08,13:21:04,Vahe Hotspot,10.01,4.72,30.77
2024-11-08,13:22:29,No Wi-Fi,0,0,0
2024-11-08,13:23:29,Picsart-Office,32.89,52.77,12.82
2024-11-08,14:09:34,Picsart-Office,56.99,52.19,6.24
